Estado civil;Faixa etária;Grau de instrução;Município;Quantidade de eleitores
VIÚVO;55 a 59 anos;LÊ E ESCREVE;TAVARES;18
VIÚVO;55 a 59 anos;LÊ E ESCREVE;TEIXEIRA;7
VIÚVO;55 a 59 anos;LÊ E ESCREVE;TENÓRIO;1
VIÚVO;55 a 59 anos;LÊ E ESCREVE;TRIUNFO;5
VIÚVO;55 a 59 anos;LÊ E ESCREVE;UIRAÚNA;9
VIÚVO;55 a 59 anos;LÊ E ESCREVE;UMBUZEIRO;11
VIÚVO;55 a 59 anos;LÊ E ESCREVE;VÁRZEA;2
VIÚVO;55 a 59 anos;LÊ E ESCREVE;ZABELÊ;3
VIÚVO;55 a 59 anos;LÊ E ESCREVE;ÁGUA BRANCA;4
VIÚVO;55 a 59 anos;SUPERIOR COMPLETO;ALAGOA GRANDE;2
VIÚVO;55 a 59 anos;SUPERIOR COMPLETO;ALAGOA NOVA;1
VIÚVO;55 a 59 anos;SUPERIOR COMPLETO;ALAGOINHA;1
VIÚVO;55 a 59 anos;SUPERIOR COMPLETO;ALHANDRA;2
VIÚVO;55 a 59 anos;SUPERIOR COMPLETO;APARECIDA;1
VIÚVO;55 a 59 anos;SUPERIOR COMPLETO;ARAÇAGI;2
VIÚVO;55 a 59 anos;SUPERIOR COMPLETO;AREIA;5
VIÚVO;55 a 59 anos;SUPERIOR COMPLETO;AROEIRAS;3
VIÚVO;55 a 59 anos;SUPERIOR COMPLETO;ASSUNÇÃO;3
VIÚVO;55 a 59 anos;SUPERIOR COMPLETO;BANANEIRAS;1
VIÚVO;55 a 59 anos;SUPERIOR COMPLETO;BARAÚNA;1
VIÚVO;55 a 59 anos;SUPERIOR COMPLETO;BARRA DE SANTA ROSA;3
VIÚVO;55 a 59 anos;SUPERIOR COMPLETO;BARRA DE SÃO MIGUEL;1
VIÚVO;55 a 59 anos;SUPERIOR COMPLETO;BAYEUX;5
VIÚVO;55 a 59 anos;SUPERIOR COMPLETO;BAÍA DA TRAIÇÃO;2
VIÚVO;55 a 59 anos;SUPERIOR COMPLETO;BELÉM;4
VIÚVO;55 a 59 anos;SUPERIOR COMPLETO;BELÉM DO BREJO DO CRUZ;2
VIÚVO;55 a 59 anos;SUPERIOR COMPLETO;BOA VENTURA;3
VIÚVO;55 a 59 anos;SUPERIOR COMPLETO;BOM JESUS;2
VIÚVO;55 a 59 anos;SUPERIOR COMPLETO;BONITO DE SANTA FÉ;3
VIÚVO;55 a 59 anos;SUPERIOR COMPLETO;BOQUEIRÃO;1
VIÚVO;55 a 59 anos;SUPERIOR COMPLETO;BORBOREMA;2
VIÚVO;55 a 59 anos;SUPERIOR COMPLETO;BREJO DO CRUZ;3
VIÚVO;55 a 59 anos;SUPERIOR COMPLETO;BREJO DOS SANTOS;2
VIÚVO;55 a 59 anos;SUPERIOR COMPLETO;CAAPORÃ;4
VIÚVO;55 a 59 anos;SUPERIOR COMPLETO;CABACEIRAS;1
VIÚVO;55 a 59 anos;SUPERIOR COMPLETO;CABEDELO;14
VIÚVO;55 a 59 anos;SUPERIOR COMPLETO;CACHOEIRA DOS ÍNDIOS;1
VIÚVO;55 a 59 anos;SUPERIOR COMPLETO;CACIMBAS;1
VIÚVO;55 a 59 anos;SUPERIOR COMPLETO;CAJAZEIRAS;12
VIÚVO;55 a 59 anos;SUPERIOR COMPLETO;CAJAZEIRINHAS;1
VIÚVO;55 a 59 anos;SUPERIOR COMPLETO;CALDAS BRANDÃO;1
VIÚVO;55 a 59 anos;SUPERIOR COMPLETO;CAMPINA GRANDE;53
VIÚVO;55 a 59 anos;SUPERIOR COMPLETO;CAPIM;2
VIÚVO;55 a 59 anos;SUPERIOR COMPLETO;CATOLÉ DO ROCHA;2
VIÚVO;55 a 59 anos;SUPERIOR COMPLETO;CATURITÉ;3
VIÚVO;55 a 59 anos;SUPERIOR COMPLETO;CONCEIÇÃO;1
VIÚVO;55 a 59 anos;SUPERIOR COMPLETO;CONDE;2
VIÚVO;55 a 59 anos;SUPERIOR COMPLETO;COREMAS;3
VIÚVO;55 a 59 anos;SUPERIOR COMPLETO;CUITÉ;1
VIÚVO;55 a 59 anos;SUPERIOR COMPLETO;DESTERRO;1
VIÚVO;55 a 59 anos;SUPERIOR COMPLETO;DIAMANTE;2
VIÚVO;55 a 59 anos;SUPERIOR COMPLETO;EMAS;1
VIÚVO;55 a 59 anos;SUPERIOR COMPLETO;ESPERANÇA;2
VIÚVO;55 a 59 anos;SUPERIOR COMPLETO;FAGUNDES;1
VIÚVO;55 a 59 anos;SUPERIOR COMPLETO;GUARABIRA;7
VIÚVO;55 a 59 anos;SUPERIOR COMPLETO;GURINHÉM;1
VIÚVO;55 a 59 anos;SUPERIOR COMPLETO;IBIARA;1
VIÚVO;55 a 59 anos;SUPERIOR COMPLETO;IGARACY;2
VIÚVO;55 a 59 anos;SUPERIOR COMPLETO;IMACULADA;1
VIÚVO;55 a 59 anos;SUPERIOR COMPLETO;INGÁ;4
VIÚVO;55 a 59 anos;SUPERIOR COMPLETO;ITABAIANA;3
VIÚVO;55 a 59 anos;SUPERIOR COMPLETO;ITAPORANGA;3
VIÚVO;55 a 59 anos;SUPERIOR COMPLETO;ITATUBA;1
VIÚVO;55 a 59 anos;SUPERIOR COMPLETO;JACARAÚ;1
VIÚVO;55 a 59 anos;SUPERIOR COMPLETO;JERICÓ;2
VIÚVO;55 a 59 anos;SUPERIOR COMPLETO;JOÃO PESSOA;178
VIÚVO;55 a 59 anos;SUPERIOR COMPLETO;JUAREZ TÁVORA;1
VIÚVO;55 a 59 anos;SUPERIOR COMPLETO;JUAZEIRINHO;1
VIÚVO;55 a 59 anos;SUPERIOR COMPLETO;JURU;1
VIÚVO;55 a 59 anos;SUPERIOR COMPLETO;LAGOA DE DENTRO;1
VIÚVO;55 a 59 anos;SUPERIOR COMPLETO;LAGOA SECA;1
VIÚVO;55 a 59 anos;SUPERIOR COMPLETO;LASTRO;1
VIÚVO;55 a 59 anos;SUPERIOR COMPLETO;LIVRAMENTO;1
VIÚVO;55 a 59 anos;SUPERIOR COMPLETO;LUCENA;1
VIÚVO;55 a 59 anos;SUPERIOR COMPLETO;MAMANGUAPE;4
VIÚVO;55 a 59 anos;SUPERIOR COMPLETO;MANAÍRA;2
VIÚVO;55 a 59 anos;SUPERIOR COMPLETO;MARCAÇÃO;2
VIÚVO;55 a 59 anos;SUPERIOR COMPLETO;MARIZÓPOLIS;2
VIÚVO;55 a 59 anos;SUPERIOR COMPLETO;MOGEIRO;3
VIÚVO;55 a 59 anos;SUPERIOR COMPLETO;MONTADAS;1
VIÚVO;55 a 59 anos;SUPERIOR COMPLETO;MONTE HOREBE;1
VIÚVO;55 a 59 anos;SUPERIOR COMPLETO;MONTEIRO;5
VIÚVO;55 a 59 anos;SUPERIOR COMPLETO;MULUNGU;1
VIÚVO;55 a 59 anos;SUPERIOR COMPLETO;NATUBA;3
VIÚVO;55 a 59 anos;SUPERIOR COMPLETO;NAZAREZINHO;1
VIÚVO;55 a 59 anos;SUPERIOR COMPLETO;OLHO D'ÁGUA;2
VIÚVO;55 a 59 anos;SUPERIOR COMPLETO;OURO VELHO;1
VIÚVO;55 a 59 anos;SUPERIOR COMPLETO;PARARI;1
VIÚVO;55 a 59 anos;SUPERIOR COMPLETO;PATOS;19
VIÚVO;55 a 59 anos;SUPERIOR COMPLETO;PEDRA BRANCA;1
VIÚVO;55 a 59 anos;SUPERIOR COMPLETO;PEDRA LAVRADA;1
VIÚVO;55 a 59 anos;SUPERIOR COMPLETO;PEDRAS DE FOGO;3
VIÚVO;55 a 59 anos;SUPERIOR COMPLETO;PIANCÓ;4
VIÚVO;55 a 59 anos;SUPERIOR COMPLETO;PICUÍ;2
VIÚVO;55 a 59 anos;SUPERIOR COMPLETO;PILÕES;1
VIÚVO;55 a 59 anos;SUPERIOR COMPLETO;PIRPIRITUBA;1
VIÚVO;55 a 59 anos;SUPERIOR COMPLETO;PITIMBU;1
VIÚVO;55 a 59 anos;SUPERIOR COMPLETO;POCINHOS;4
VIÚVO;55 a 59 anos;SUPERIOR COMPLETO;POMBAL;4
VIÚVO;55 a 59 anos;SUPERIOR COMPLETO;PRINCESA ISABEL;1
VIÚVO;55 a 59 anos;SUPERIOR COMPLETO;PUXINANÃ;2
VIÚVO;55 a 59 anos;SUPERIOR COMPLETO;QUEIMADAS;2
VIÚVO;55 a 59 anos;SUPERIOR COMPLETO;QUIXABA;1
VIÚVO;55 a 59 anos;SUPERIOR COMPLETO;RIO TINTO;4
VIÚVO;55 a 59 anos;SUPERIOR COMPLETO;SANTA LUZIA;2
VIÚVO;55 a 59 anos;SUPERIOR COMPLETO;SANTA RITA;8
VIÚVO;55 a 59 anos;SUPERIOR COMPLETO;SANTA TERESINHA;2
VIÚVO;55 a 59 anos;SUPERIOR COMPLETO;SAPÉ;6
VIÚVO;55 a 59 anos;SUPERIOR COMPLETO;SERRA BRANCA;4
VIÚVO;55 a 59 anos;SUPERIOR COMPLETO;SERRA REDONDA;1
VIÚVO;55 a 59 anos;SUPERIOR COMPLETO;SOLEDADE;1
VIÚVO;55 a 59 anos;SUPERIOR COMPLETO;SOLÂNEA;1
VIÚVO;55 a 59 anos;SUPERIOR COMPLETO;SOUSA;13
VIÚVO;55 a 59 anos;SUPERIOR COMPLETO;SUMÉ;1
VIÚVO;55 a 59 anos;SUPERIOR COMPLETO;SÃO BENTO;5
VIÚVO;55 a 59 anos;SUPERIOR COMPLETO;SÃO JOSÉ DA LAGOA TAPADA;1
VIÚVO;55 a 59 anos;SUPERIOR COMPLETO;SÃO JOSÉ DE CAIANA;1
VIÚVO;55 a 59 anos;SUPERIOR COMPLETO;SÃO JOSÉ DE ESPINHARAS;1
VIÚVO;55 a 59 anos;SUPERIOR COMPLETO;SÃO JOSÉ DE PIRANHAS;5
VIÚVO;55 a 59 anos;SUPERIOR COMPLETO;SÃO JOSÉ DO BONFIM;1
VIÚVO;55 a 59 anos;SUPERIOR COMPLETO;SÃO JOÃO DO CARIRI;1
VIÚVO;55 a 59 anos;SUPERIOR COMPLETO;SÃO JOÃO DO RIO DO PEIXE;1
VIÚVO;55 a 59 anos;SUPERIOR COMPLETO;SÃO MIGUEL DE TAIPU;1
VIÚVO;55 a 59 anos;SUPERIOR COMPLETO;SÃO VICENTE DO SERIDÓ;1
VIÚVO;55 a 59 anos;SUPERIOR COMPLETO;TAPEROÁ;1
VIÚVO;55 a 59 anos;SUPERIOR COMPLETO;TAVARES;3
VIÚVO;55 a 59 anos;SUPERIOR COMPLETO;TEIXEIRA;1
VIÚVO;55 a 59 anos;SUPERIOR COMPLETO;TRIUNFO;1
VIÚVO;55 a 59 anos;SUPERIOR COMPLETO;UIRAÚNA;1
VIÚVO;55 a 59 anos;SUPERIOR COMPLETO;UMBUZEIRO;2
VIÚVO;55 a 59 anos;SUPERIOR COMPLETO;VIEIRÓPOLIS;1
VIÚVO;55 a 59 anos;SUPERIOR COMPLETO;VISTA SERRANA;1
VIÚVO;55 a 59 anos;SUPERIOR COMPLETO;VÁRZEA;1
VIÚVO;55 a 59 anos;SUPERIOR COMPLETO;ZABELÊ;2
VIÚVO;55 a 59 anos;SUPERIOR COMPLETO;ÁGUA BRANCA;1
VIÚVO;55 a 59 anos;SUPERIOR INCOMPLETO;ALAGOA GRANDE;1
VIÚVO;55 a 59 anos;SUPERIOR INCOMPLETO;ARAÇAGI;1
VIÚVO;55 a 59 anos;SUPERIOR INCOMPLETO;BAYEUX;4
VIÚVO;55 a 59 anos;SUPERIOR INCOMPLETO;BOA VISTA;1
VIÚVO;55 a 59 anos;SUPERIOR INCOMPLETO;CAAPORÃ;1
VIÚVO;55 a 59 anos;SUPERIOR INCOMPLETO;CABEDELO;4
VIÚVO;55 a 59 anos;SUPERIOR INCOMPLETO;CAJAZEIRAS;5
VIÚVO;55 a 59 anos;SUPERIOR INCOMPLETO;CAMPINA GRANDE;13
VIÚVO;55 a 59 anos;SUPERIOR INCOMPLETO;CATOLÉ DO ROCHA;1
VIÚVO;55 a 59 anos;SUPERIOR INCOMPLETO;CONDE;1
VIÚVO;55 a 59 anos;SUPERIOR INCOMPLETO;CUITÉ;1
VIÚVO;55 a 59 anos;SUPERIOR INCOMPLETO;GUARABIRA;1
VIÚVO;55 a 59 anos;SUPERIOR INCOMPLETO;IMACULADA;1
VIÚVO;55 a 59 anos;SUPERIOR INCOMPLETO;JOÃO PESSOA;42
VIÚVO;55 a 59 anos;SUPERIOR INCOMPLETO;JURIPIRANGA;1
VIÚVO;55 a 59 anos;SUPERIOR INCOMPLETO;LOGRADOURO;2
VIÚVO;55 a 59 anos;SUPERIOR INCOMPLETO;MAMANGUAPE;1
VIÚVO;55 a 59 anos;SUPERIOR INCOMPLETO;MARI;2
VIÚVO;55 a 59 anos;SUPERIOR INCOMPLETO;MATURÉIA;1
VIÚVO;55 a 59 anos;SUPERIOR INCOMPLETO;MONTEIRO;1
VIÚVO;55 a 59 anos;SUPERIOR INCOMPLETO;PATOS;6
VIÚVO;55 a 59 anos;SUPERIOR INCOMPLETO;PEDRAS DE FOGO;1
VIÚVO;55 a 59 anos;SUPERIOR INCOMPLETO;PIANCÓ;1
VIÚVO;55 a 59 anos;SUPERIOR INCOMPLETO;POMBAL;1
VIÚVO;55 a 59 anos;SUPERIOR INCOMPLETO;RIO TINTO;2
VIÚVO;55 a 59 anos;SUPERIOR INCOMPLETO;SANTA RITA;1
VIÚVO;55 a 59 anos;SUPERIOR INCOMPLETO;SAPÉ;1
VIÚVO;55 a 59 anos;SUPERIOR INCOMPLETO;SERRA GRANDE;1
VIÚVO;55 a 59 anos;SUPERIOR INCOMPLETO;SÃO JOSÉ DE CAIANA;1
VIÚVO;55 a 59 anos;SUPERIOR INCOMPLETO;SÃO JOSÉ DE ESPINHARAS;1
VIÚVO;55 a 59 anos;SUPERIOR INCOMPLETO;SÃO JOÃO DO RIO DO PEIXE;1
VIÚVO;55 a 59 anos;SUPERIOR INCOMPLETO;SÃO MAMEDE;1
VIÚVO;55 a 59 anos;SUPERIOR INCOMPLETO;UMBUZEIRO;1
VIÚVO;60 a 64 anos;ANALFABETO;AGUIAR;2
VIÚVO;60 a 64 anos;ANALFABETO;ALAGOA GRANDE;10
VIÚVO;60 a 64 anos;ANALFABETO;ALAGOA NOVA;10
VIÚVO;60 a 64 anos;ANALFABETO;ALAGOINHA;4
VIÚVO;60 a 64 anos;ANALFABETO;ALGODÃO DE JANDAÍRA;3
VIÚVO;60 a 64 anos;ANALFABETO;ALHANDRA;5
VIÚVO;60 a 64 anos;ANALFABETO;AMPARO;3
VIÚVO;60 a 64 anos;ANALFABETO;APARECIDA;3
VIÚVO;60 a 64 anos;ANALFABETO;ARARA;7
VIÚVO;60 a 64 anos;ANALFABETO;ARARUNA;4
VIÚVO;60 a 64 anos;ANALFABETO;ARAÇAGI;7
VIÚVO;60 a 64 anos;ANALFABETO;AREIA;20
VIÚVO;60 a 64 anos;ANALFABETO;AREIA DE BARAÚNAS;4
VIÚVO;60 a 64 anos;ANALFABETO;AREIAL;2
VIÚVO;60 a 64 anos;ANALFABETO;AROEIRAS;4
VIÚVO;60 a 64 anos;ANALFABETO;ASSUNÇÃO;4
VIÚVO;60 a 64 anos;ANALFABETO;BANANEIRAS;1
VIÚVO;60 a 64 anos;ANALFABETO;BARAÚNA;5
VIÚVO;60 a 64 anos;ANALFABETO;BARRA DE SANTA ROSA;4
VIÚVO;60 a 64 anos;ANALFABETO;BARRA DE SÃO MIGUEL;2
VIÚVO;60 a 64 anos;ANALFABETO;BAYEUX;21
VIÚVO;60 a 64 anos;ANALFABETO;BAÍA DA TRAIÇÃO;3
VIÚVO;60 a 64 anos;ANALFABETO;BELÉM;14
VIÚVO;60 a 64 anos;ANALFABETO;BELÉM DO BREJO DO CRUZ;2
VIÚVO;60 a 64 anos;ANALFABETO;BERNARDINO BATISTA;3
VIÚVO;60 a 64 anos;ANALFABETO;BOA VENTURA;2
VIÚVO;60 a 64 anos;ANALFABETO;BOA VISTA;2
VIÚVO;60 a 64 anos;ANALFABETO;BOM JESUS;1
VIÚVO;60 a 64 anos;ANALFABETO;BOM SUCESSO;6
VIÚVO;60 a 64 anos;ANALFABETO;BONITO DE SANTA FÉ;4
VIÚVO;60 a 64 anos;ANALFABETO;BOQUEIRÃO;3
VIÚVO;60 a 64 anos;ANALFABETO;BORBOREMA;4
VIÚVO;60 a 64 anos;ANALFABETO;BREJO DO CRUZ;8
VIÚVO;60 a 64 anos;ANALFABETO;BREJO DOS SANTOS;5
VIÚVO;60 a 64 anos;ANALFABETO;CAAPORÃ;7
VIÚVO;60 a 64 anos;ANALFABETO;CABEDELO;5
VIÚVO;60 a 64 anos;ANALFABETO;CACHOEIRA DOS ÍNDIOS;5
VIÚVO;60 a 64 anos;ANALFABETO;CACIMBA DE AREIA;3
VIÚVO;60 a 64 anos;ANALFABETO;CACIMBA DE DENTRO;10
VIÚVO;60 a 64 anos;ANALFABETO;CACIMBAS;7
VIÚVO;60 a 64 anos;ANALFABETO;CAIÇARA;1
VIÚVO;60 a 64 anos;ANALFABETO;CAJAZEIRAS;18
VIÚVO;60 a 64 anos;ANALFABETO;CAJAZEIRINHAS;6
VIÚVO;60 a 64 anos;ANALFABETO;CALDAS BRANDÃO;9
VIÚVO;60 a 64 anos;ANALFABETO;CAMALAÚ;3
VIÚVO;60 a 64 anos;ANALFABETO;CAMPINA GRANDE;72
VIÚVO;60 a 64 anos;ANALFABETO;CAPIM;4
VIÚVO;60 a 64 anos;ANALFABETO;CARAÚBAS;1
VIÚVO;60 a 64 anos;ANALFABETO;CASSERENGUE;3
VIÚVO;60 a 64 anos;ANALFABETO;CATINGUEIRA;5
VIÚVO;60 a 64 anos;ANALFABETO;CATOLÉ DO ROCHA;11
VIÚVO;60 a 64 anos;ANALFABETO;CATURITÉ;4
VIÚVO;60 a 64 anos;ANALFABETO;CONCEIÇÃO;10
VIÚVO;60 a 64 anos;ANALFABETO;CONDADO;9
VIÚVO;60 a 64 anos;ANALFABETO;CONDE;7
VIÚVO;60 a 64 anos;ANALFABETO;CONGO;3
VIÚVO;60 a 64 anos;ANALFABETO;COREMAS;8
VIÚVO;60 a 64 anos;ANALFABETO;CRUZ DO ESPÍRITO SANTO;6
VIÚVO;60 a 64 anos;ANALFABETO;CUBATI;1
VIÚVO;60 a 64 anos;ANALFABETO;CUITEGI;5
VIÚVO;60 a 64 anos;ANALFABETO;CUITÉ;6
VIÚVO;60 a 64 anos;ANALFABETO;CUITÉ DE MAMANGUAPE;11
VIÚVO;60 a 64 anos;ANALFABETO;CURRAL DE CIMA;5
VIÚVO;60 a 64 anos;ANALFABETO;CURRAL VELHO;2
VIÚVO;60 a 64 anos;ANALFABETO;DAMIÃO;2
VIÚVO;60 a 64 anos;ANALFABETO;DESTERRO;2
VIÚVO;60 a 64 anos;ANALFABETO;DIAMANTE;4
VIÚVO;60 a 64 anos;ANALFABETO;DONA INÊS;1
VIÚVO;60 a 64 anos;ANALFABETO;DUAS ESTRADAS;2
VIÚVO;60 a 64 anos;ANALFABETO;EMAS;3
VIÚVO;60 a 64 anos;ANALFABETO;ESPERANÇA;9
VIÚVO;60 a 64 anos;ANALFABETO;FAGUNDES;9
VIÚVO;60 a 64 anos;ANALFABETO;FREI MARTINHO;1
VIÚVO;60 a 64 anos;ANALFABETO;GADO BRAVO;3
VIÚVO;60 a 64 anos;ANALFABETO;GUARABIRA;16
VIÚVO;60 a 64 anos;ANALFABETO;GURINHÉM;6
VIÚVO;60 a 64 anos;ANALFABETO;IBIARA;2
VIÚVO;60 a 64 anos;ANALFABETO;IGARACY;2
VIÚVO;60 a 64 anos;ANALFABETO;IMACULADA;7
VIÚVO;60 a 64 anos;ANALFABETO;INGÁ;11
VIÚVO;60 a 64 anos;ANALFABETO;ITABAIANA;9
VIÚVO;60 a 64 anos;ANALFABETO;ITAPORANGA;9
VIÚVO;60 a 64 anos;ANALFABETO;ITAPOROROCA;7
VIÚVO;60 a 64 anos;ANALFABETO;ITATUBA;6
VIÚVO;60 a 64 anos;ANALFABETO;JACARAÚ;8
VIÚVO;60 a 64 anos;ANALFABETO;JERICÓ;4
VIÚVO;60 a 64 anos;ANALFABETO;JOCA CLAUDINO;1
VIÚVO;60 a 64 anos;ANALFABETO;JOÃO PESSOA;79
VIÚVO;60 a 64 anos;ANALFABETO;JUAREZ TÁVORA;4
VIÚVO;60 a 64 anos;ANALFABETO;JUAZEIRINHO;5
VIÚVO;60 a 64 anos;ANALFABETO;JURIPIRANGA;4
VIÚVO;60 a 64 anos;ANALFABETO;JURU;8
VIÚVO;60 a 64 anos;ANALFABETO;LAGOA;5
VIÚVO;60 a 64 anos;ANALFABETO;LAGOA DE DENTRO;3
VIÚVO;60 a 64 anos;ANALFABETO;LAGOA SECA;9
VIÚVO;60 a 64 anos;ANALFABETO;LASTRO;2
VIÚVO;60 a 64 anos;ANALFABETO;LOGRADOURO;1
VIÚVO;60 a 64 anos;ANALFABETO;LUCENA;3
VIÚVO;60 a 64 anos;ANALFABETO;MALTA;3
VIÚVO;60 a 64 anos;ANALFABETO;MAMANGUAPE;23
VIÚVO;60 a 64 anos;ANALFABETO;MANAÍRA;9
VIÚVO;60 a 64 anos;ANALFABETO;MARCAÇÃO;7
VIÚVO;60 a 64 anos;ANALFABETO;MARI;16
VIÚVO;60 a 64 anos;ANALFABETO;MARIZÓPOLIS;8
VIÚVO;60 a 64 anos;ANALFABETO;MASSARANDUBA;8
VIÚVO;60 a 64 anos;ANALFABETO;MATARACA;3
VIÚVO;60 a 64 anos;ANALFABETO;MATINHAS;4
VIÚVO;60 a 64 anos;ANALFABETO;MATO GROSSO;1
VIÚVO;60 a 64 anos;ANALFABETO;MATURÉIA;6
VIÚVO;60 a 64 anos;ANALFABETO;MOGEIRO;3
VIÚVO;60 a 64 anos;ANALFABETO;MONTADAS;2
VIÚVO;60 a 64 anos;ANALFABETO;MONTE HOREBE;2
VIÚVO;60 a 64 anos;ANALFABETO;MONTEIRO;13
VIÚVO;60 a 64 anos;ANALFABETO;MULUNGU;4
VIÚVO;60 a 64 anos;ANALFABETO;MÃE D'ÁGUA;1
VIÚVO;60 a 64 anos;ANALFABETO;NATUBA;12
VIÚVO;60 a 64 anos;ANALFABETO;NAZAREZINHO;2
VIÚVO;60 a 64 anos;ANALFABETO;NOVA FLORESTA;4
VIÚVO;60 a 64 anos;ANALFABETO;NOVA OLINDA;6
VIÚVO;60 a 64 anos;ANALFABETO;OLHO D'ÁGUA;6
VIÚVO;60 a 64 anos;ANALFABETO;OURO VELHO;2
VIÚVO;60 a 64 anos;ANALFABETO;PASSAGEM;1
VIÚVO;60 a 64 anos;ANALFABETO;PATOS;31
VIÚVO;60 a 64 anos;ANALFABETO;PAULISTA;5
VIÚVO;60 a 64 anos;ANALFABETO;PEDRA BRANCA;1
VIÚVO;60 a 64 anos;ANALFABETO;PEDRAS DE FOGO;4
VIÚVO;60 a 64 anos;ANALFABETO;PEDRO RÉGIS;2
VIÚVO;60 a 64 anos;ANALFABETO;PIANCÓ;7
VIÚVO;60 a 64 anos;ANALFABETO;PICUÍ;5
VIÚVO;60 a 64 anos;ANALFABETO;PILAR;3
VIÚVO;60 a 64 anos;ANALFABETO;PILÕES;4
VIÚVO;60 a 64 anos;ANALFABETO;PILÕEZINHOS;6
VIÚVO;60 a 64 anos;ANALFABETO;PIRPIRITUBA;4
VIÚVO;60 a 64 anos;ANALFABETO;PITIMBU;5
VIÚVO;60 a 64 anos;ANALFABETO;POCINHOS;9
VIÚVO;60 a 64 anos;ANALFABETO;POMBAL;8
VIÚVO;60 a 64 anos;ANALFABETO;POÇO DANTAS;3
VIÚVO;60 a 64 anos;ANALFABETO;POÇO DE JOSÉ DE MOURA;3
VIÚVO;60 a 64 anos;ANALFABETO;PRINCESA ISABEL;9
VIÚVO;60 a 64 anos;ANALFABETO;PUXINANÃ;6
VIÚVO;60 a 64 anos;ANALFABETO;QUEIMADAS;26
VIÚVO;60 a 64 anos;ANALFABETO;REMÍGIO;3
VIÚVO;60 a 64 anos;ANALFABETO;RIACHO DOS CAVALOS;7
VIÚVO;60 a 64 anos;ANALFABETO;RIACHÃO;1
VIÚVO;60 a 64 anos;ANALFABETO;RIACHÃO DO BACAMARTE;2
VIÚVO;60 a 64 anos;ANALFABETO;RIACHÃO DO POÇO;1
VIÚVO;60 a 64 anos;ANALFABETO;RIO TINTO;9
VIÚVO;60 a 64 anos;ANALFABETO;SALGADINHO;2
VIÚVO;60 a 64 anos;ANALFABETO;SALGADO DE SÃO FÉLIX;5
VIÚVO;60 a 64 anos;ANALFABETO;SANTA CECÍLIA;1
VIÚVO;60 a 64 anos;ANALFABETO;SANTA CRUZ;4
VIÚVO;60 a 64 anos;ANALFABETO;SANTA HELENA;5
VIÚVO;60 a 64 anos;ANALFABETO;SANTA INÊS;3
VIÚVO;60 a 64 anos;ANALFABETO;SANTA LUZIA;6
VIÚVO;60 a 64 anos;ANALFABETO;SANTA RITA;48
VIÚVO;60 a 64 anos;ANALFABETO;SANTA TERESINHA;5
VIÚVO;60 a 64 anos;ANALFABETO;SANTANA DE MANGUEIRA;2
VIÚVO;60 a 64 anos;ANALFABETO;SANTANA DOS GARROTES;2
VIÚVO;60 a 64 anos;ANALFABETO;SANTO ANDRÉ;1
VIÚVO;60 a 64 anos;ANALFABETO;SAPÉ;27
VIÚVO;60 a 64 anos;ANALFABETO;SERRA BRANCA;1
VIÚVO;60 a 64 anos;ANALFABETO;SERRA DA RAIZ;1
VIÚVO;60 a 64 anos;ANALFABETO;SERRA GRANDE;2
VIÚVO;60 a 64 anos;ANALFABETO;SERRA REDONDA;4
VIÚVO;60 a 64 anos;ANALFABETO;SERRARIA;3
VIÚVO;60 a 64 anos;ANALFABETO;SERTÃOZINHO;3
VIÚVO;60 a 64 anos;ANALFABETO;SOBRADO;5
VIÚVO;60 a 64 anos;ANALFABETO;SOLEDADE;3
VIÚVO;60 a 64 anos;ANALFABETO;SOLÂNEA;13
VIÚVO;60 a 64 anos;ANALFABETO;SOSSÊGO;2
VIÚVO;60 a 64 anos;ANALFABETO;SOUSA;24
VIÚVO;60 a 64 anos;ANALFABETO;SUMÉ;7
VIÚVO;60 a 64 anos;ANALFABETO;SÃO BENTINHO;2
VIÚVO;60 a 64 anos;ANALFABETO;SÃO BENTO;16
VIÚVO;60 a 64 anos;ANALFABETO;SÃO DOMINGOS;4
VIÚVO;60 a 64 anos;ANALFABETO;SÃO DOMINGOS DO CARIRI;1
VIÚVO;60 a 64 anos;ANALFABETO;SÃO FRANCISCO;1
VIÚVO;60 a 64 anos;ANALFABETO;SÃO JOSÉ DA LAGOA TAPADA;3
VIÚVO;60 a 64 anos;ANALFABETO;SÃO JOSÉ DE CAIANA;4
VIÚVO;60 a 64 anos;ANALFABETO;SÃO JOSÉ DE ESPINHARAS;3
VIÚVO;60 a 64 anos;ANALFABETO;SÃO JOSÉ DE PIRANHAS;8
VIÚVO;60 a 64 anos;ANALFABETO;SÃO JOSÉ DE PRINCESA;3
VIÚVO;60 a 64 anos;ANALFABETO;SÃO JOSÉ DO BONFIM;3
VIÚVO;60 a 64 anos;ANALFABETO;SÃO JOSÉ DO BREJO DO CRUZ;1
VIÚVO;60 a 64 anos;ANALFABETO;SÃO JOSÉ DO SABUGI;2
VIÚVO;60 a 64 anos;ANALFABETO;SÃO JOSÉ DOS CORDEIROS;1
VIÚVO;60 a 64 anos;ANALFABETO;SÃO JOSÉ DOS RAMOS;2
VIÚVO;60 a 64 anos;ANALFABETO;SÃO JOÃO DO RIO DO PEIXE;17
VIÚVO;60 a 64 anos;ANALFABETO;SÃO JOÃO DO TIGRE;2
