Estado civil;Faixa etária;Grau de instrução;Município;Quantidade de eleitores
CASADO;100 anos ou mais;ANALFABETO;ALAGOA GRANDE;1
CASADO;100 anos ou mais;ANALFABETO;ALAGOA NOVA;1
CASADO;100 anos ou mais;ANALFABETO;ALAGOINHA;1
CASADO;100 anos ou mais;ANALFABETO;ALCANTIL;2
CASADO;100 anos ou mais;ANALFABETO;APARECIDA;1
CASADO;100 anos ou mais;ANALFABETO;ARARA;2
CASADO;100 anos ou mais;ANALFABETO;ARAÇAGI;2
CASADO;100 anos ou mais;ANALFABETO;AREIA;1
CASADO;100 anos ou mais;ANALFABETO;BELÉM;1
CASADO;100 anos ou mais;ANALFABETO;BOM JESUS;1
CASADO;100 anos ou mais;ANALFABETO;BONITO DE SANTA FÉ;4
CASADO;100 anos ou mais;ANALFABETO;BOQUEIRÃO;2
CASADO;100 anos ou mais;ANALFABETO;BREJO DOS SANTOS;1
CASADO;100 anos ou mais;ANALFABETO;CACIMBA DE DENTRO;1
CASADO;100 anos ou mais;ANALFABETO;CAJAZEIRAS;1
CASADO;100 anos ou mais;ANALFABETO;CONGO;1
CASADO;100 anos ou mais;ANALFABETO;COREMAS;1
CASADO;100 anos ou mais;ANALFABETO;COXIXOLA;1
CASADO;100 anos ou mais;ANALFABETO;CUITEGI;1
CASADO;100 anos ou mais;ANALFABETO;DIAMANTE;1
CASADO;100 anos ou mais;ANALFABETO;GUARABIRA;3
CASADO;100 anos ou mais;ANALFABETO;ITAPOROROCA;1
CASADO;100 anos ou mais;ANALFABETO;LAGOA SECA;3
CASADO;100 anos ou mais;ANALFABETO;MANAÍRA;1
CASADO;100 anos ou mais;ANALFABETO;MASSARANDUBA;1
CASADO;100 anos ou mais;ANALFABETO;MATINHAS;1
CASADO;100 anos ou mais;ANALFABETO;MATO GROSSO;1
CASADO;100 anos ou mais;ANALFABETO;NATUBA;1
CASADO;100 anos ou mais;ANALFABETO;PIANCÓ;3
CASADO;100 anos ou mais;ANALFABETO;PILAR;1
CASADO;100 anos ou mais;ANALFABETO;PILÕES;1
CASADO;100 anos ou mais;ANALFABETO;PILÕEZINHOS;1
CASADO;100 anos ou mais;ANALFABETO;POCINHOS;1
CASADO;100 anos ou mais;ANALFABETO;PUXINANÃ;1
CASADO;100 anos ou mais;ANALFABETO;QUEIMADAS;5
CASADO;100 anos ou mais;ANALFABETO;REMÍGIO;2
CASADO;100 anos ou mais;ANALFABETO;SALGADINHO;1
CASADO;100 anos ou mais;ANALFABETO;SANTA CRUZ;1
CASADO;100 anos ou mais;ANALFABETO;SOUSA;3
CASADO;100 anos ou mais;ANALFABETO;SÃO BENTINHO;1
CASADO;100 anos ou mais;ANALFABETO;SÃO JOSÉ DA LAGOA TAPADA;1
CASADO;100 anos ou mais;ANALFABETO;SÃO JOSÉ DE CAIANA;2
CASADO;100 anos ou mais;ANALFABETO;SÃO JOSÉ DE ESPINHARAS;1
CASADO;100 anos ou mais;ANALFABETO;SÃO JOSÉ DO BONFIM;1
CASADO;100 anos ou mais;ANALFABETO;SÃO JOÃO DO CARIRI;2
CASADO;100 anos ou mais;ANALFABETO;SÃO MAMEDE;1
CASADO;100 anos ou mais;ANALFABETO;SÃO VICENTE DO SERIDÓ;1
CASADO;100 anos ou mais;ANALFABETO;TRIUNFO;1
CASADO;100 anos ou mais;ANALFABETO;UIRAÚNA;1
CASADO;100 anos ou mais;ANALFABETO;VISTA SERRANA;1
CASADO;100 anos ou mais;ENSINO FUNDAMENTAL COMPLETO;GUARABIRA;1
CASADO;100 anos ou mais;ENSINO FUNDAMENTAL COMPLETO;GURJÃO;1
CASADO;100 anos ou mais;ENSINO FUNDAMENTAL COMPLETO;JOÃO PESSOA;5
CASADO;100 anos ou mais;ENSINO FUNDAMENTAL COMPLETO;MAMANGUAPE;1
CASADO;100 anos ou mais;ENSINO FUNDAMENTAL INCOMPLETO;ARARUNA;1
CASADO;100 anos ou mais;ENSINO FUNDAMENTAL INCOMPLETO;BOM SUCESSO;1
CASADO;100 anos ou mais;ENSINO FUNDAMENTAL INCOMPLETO;BONITO DE SANTA FÉ;1
CASADO;100 anos ou mais;ENSINO FUNDAMENTAL INCOMPLETO;CAMPINA GRANDE;4
CASADO;100 anos ou mais;ENSINO FUNDAMENTAL INCOMPLETO;CATOLÉ DO ROCHA;1
CASADO;100 anos ou mais;ENSINO FUNDAMENTAL INCOMPLETO;GUARABIRA;1
CASADO;100 anos ou mais;ENSINO FUNDAMENTAL INCOMPLETO;JOÃO PESSOA;3
CASADO;100 anos ou mais;ENSINO FUNDAMENTAL INCOMPLETO;LAGOA SECA;1
CASADO;100 anos ou mais;ENSINO FUNDAMENTAL INCOMPLETO;MONTEIRO;1
CASADO;100 anos ou mais;ENSINO FUNDAMENTAL INCOMPLETO;PIANCÓ;1
CASADO;100 anos ou mais;ENSINO FUNDAMENTAL INCOMPLETO;PITIMBU;1
CASADO;100 anos ou mais;ENSINO FUNDAMENTAL INCOMPLETO;POÇO DANTAS;1
CASADO;100 anos ou mais;ENSINO FUNDAMENTAL INCOMPLETO;SANTA LUZIA;1
CASADO;100 anos ou mais;ENSINO FUNDAMENTAL INCOMPLETO;SANTA RITA;1
CASADO;100 anos ou mais;ENSINO FUNDAMENTAL INCOMPLETO;SOSSÊGO;1
CASADO;100 anos ou mais;ENSINO FUNDAMENTAL INCOMPLETO;SÃO DOMINGOS DO CARIRI;1
CASADO;100 anos ou mais;ENSINO FUNDAMENTAL INCOMPLETO;VISTA SERRANA;1
CASADO;100 anos ou mais;ENSINO MÉDIO COMPLETO;BAYEUX;1
CASADO;100 anos ou mais;ENSINO MÉDIO COMPLETO;CAMPINA GRANDE;2
CASADO;100 anos ou mais;ENSINO MÉDIO COMPLETO;GUARABIRA;1
CASADO;100 anos ou mais;ENSINO MÉDIO COMPLETO;JOÃO PESSOA;3
CASADO;100 anos ou mais;ENSINO MÉDIO INCOMPLETO;CAMPINA GRANDE;1
CASADO;100 anos ou mais;ENSINO MÉDIO INCOMPLETO;JOÃO PESSOA;1
CASADO;100 anos ou mais;LÊ E ESCREVE;ALAGOA GRANDE;2
CASADO;100 anos ou mais;LÊ E ESCREVE;ALAGOA NOVA;3
CASADO;100 anos ou mais;LÊ E ESCREVE;ALAGOINHA;1
CASADO;100 anos ou mais;LÊ E ESCREVE;AMPARO;1
CASADO;100 anos ou mais;LÊ E ESCREVE;ARARA;1
CASADO;100 anos ou mais;LÊ E ESCREVE;ARARUNA;1
CASADO;100 anos ou mais;LÊ E ESCREVE;AREIAL;2
CASADO;100 anos ou mais;LÊ E ESCREVE;AROEIRAS;1
CASADO;100 anos ou mais;LÊ E ESCREVE;ASSUNÇÃO;1
CASADO;100 anos ou mais;LÊ E ESCREVE;BELÉM DO BREJO DO CRUZ;1
CASADO;100 anos ou mais;LÊ E ESCREVE;BOQUEIRÃO;1
CASADO;100 anos ou mais;LÊ E ESCREVE;CABEDELO;1
CASADO;100 anos ou mais;LÊ E ESCREVE;CAJAZEIRAS;4
CASADO;100 anos ou mais;LÊ E ESCREVE;CAMPINA GRANDE;4
CASADO;100 anos ou mais;LÊ E ESCREVE;CASSERENGUE;1
CASADO;100 anos ou mais;LÊ E ESCREVE;COREMAS;2
CASADO;100 anos ou mais;LÊ E ESCREVE;CUITÉ;1
CASADO;100 anos ou mais;LÊ E ESCREVE;CURRAL VELHO;1
CASADO;100 anos ou mais;LÊ E ESCREVE;DAMIÃO;1
CASADO;100 anos ou mais;LÊ E ESCREVE;ESPERANÇA;1
CASADO;100 anos ou mais;LÊ E ESCREVE;GUARABIRA;3
CASADO;100 anos ou mais;LÊ E ESCREVE;IBIARA;2
CASADO;100 anos ou mais;LÊ E ESCREVE;JACARAÚ;2
CASADO;100 anos ou mais;LÊ E ESCREVE;JOÃO PESSOA;1
CASADO;100 anos ou mais;LÊ E ESCREVE;JUAZEIRINHO;2
CASADO;100 anos ou mais;LÊ E ESCREVE;LAGOA DE DENTRO;1
CASADO;100 anos ou mais;LÊ E ESCREVE;LAGOA SECA;2
CASADO;100 anos ou mais;LÊ E ESCREVE;MAMANGUAPE;1
CASADO;100 anos ou mais;LÊ E ESCREVE;MANAÍRA;2
CASADO;100 anos ou mais;LÊ E ESCREVE;MASSARANDUBA;1
CASADO;100 anos ou mais;LÊ E ESCREVE;MONTADAS;1
CASADO;100 anos ou mais;LÊ E ESCREVE;MONTEIRO;1
CASADO;100 anos ou mais;LÊ E ESCREVE;MULUNGU;1
CASADO;100 anos ou mais;LÊ E ESCREVE;OLIVEDOS;1
CASADO;100 anos ou mais;LÊ E ESCREVE;PAULISTA;1
CASADO;100 anos ou mais;LÊ E ESCREVE;PEDRAS DE FOGO;1
CASADO;100 anos ou mais;LÊ E ESCREVE;PILÕEZINHOS;1
CASADO;100 anos ou mais;LÊ E ESCREVE;PIRPIRITUBA;2
CASADO;100 anos ou mais;LÊ E ESCREVE;PITIMBU;1
CASADO;100 anos ou mais;LÊ E ESCREVE;PRINCESA ISABEL;1
CASADO;100 anos ou mais;LÊ E ESCREVE;QUEIMADAS;3
CASADO;100 anos ou mais;LÊ E ESCREVE;REMÍGIO;1
CASADO;100 anos ou mais;LÊ E ESCREVE;RIO TINTO;1
CASADO;100 anos ou mais;LÊ E ESCREVE;SANTO ANDRÉ;1
CASADO;100 anos ou mais;LÊ E ESCREVE;SERRA GRANDE;1
CASADO;100 anos ou mais;LÊ E ESCREVE;SOLÂNEA;1
CASADO;100 anos ou mais;LÊ E ESCREVE;SOUSA;2
CASADO;100 anos ou mais;LÊ E ESCREVE;SÃO BENTINHO;1
CASADO;100 anos ou mais;LÊ E ESCREVE;SÃO FRANCISCO;1
CASADO;100 anos ou mais;LÊ E ESCREVE;SÃO JOSÉ DA LAGOA TAPADA;1
CASADO;100 anos ou mais;LÊ E ESCREVE;SÃO MIGUEL DE TAIPU;1
CASADO;100 anos ou mais;LÊ E ESCREVE;TAVARES;2
CASADO;100 anos ou mais;SUPERIOR COMPLETO;CABACEIRAS;1
CASADO;100 anos ou mais;SUPERIOR COMPLETO;CAMPINA GRANDE;1
CASADO;100 anos ou mais;SUPERIOR COMPLETO;JOÃO PESSOA;3
CASADO;16 anos;ENSINO FUNDAMENTAL COMPLETO;JOÃO PESSOA;1
CASADO;16 anos;ENSINO FUNDAMENTAL COMPLETO;RIACHÃO;1
CASADO;16 anos;ENSINO FUNDAMENTAL COMPLETO;SOBRADO;1
CASADO;16 anos;ENSINO FUNDAMENTAL COMPLETO;SOUSA;1
CASADO;16 anos;ENSINO FUNDAMENTAL COMPLETO;SÃO BENTO;1
CASADO;16 anos;ENSINO FUNDAMENTAL INCOMPLETO;ARAÇAGI;1
CASADO;16 anos;ENSINO FUNDAMENTAL INCOMPLETO;BAYEUX;1
CASADO;16 anos;ENSINO FUNDAMENTAL INCOMPLETO;CACIMBAS;1
CASADO;16 anos;ENSINO FUNDAMENTAL INCOMPLETO;CARRAPATEIRA;1
CASADO;16 anos;ENSINO FUNDAMENTAL INCOMPLETO;DAMIÃO;1
CASADO;16 anos;ENSINO FUNDAMENTAL INCOMPLETO;IGARACY;1
CASADO;16 anos;ENSINO FUNDAMENTAL INCOMPLETO;LUCENA;1
CASADO;16 anos;ENSINO FUNDAMENTAL INCOMPLETO;NOVA FLORESTA;1
CASADO;16 anos;ENSINO FUNDAMENTAL INCOMPLETO;NOVA OLINDA;1
CASADO;16 anos;ENSINO FUNDAMENTAL INCOMPLETO;POMBAL;1
CASADO;16 anos;ENSINO FUNDAMENTAL INCOMPLETO;PRATA;1
CASADO;16 anos;ENSINO FUNDAMENTAL INCOMPLETO;SALGADINHO;1
CASADO;16 anos;ENSINO FUNDAMENTAL INCOMPLETO;SERTÃOZINHO;1
CASADO;16 anos;ENSINO FUNDAMENTAL INCOMPLETO;SÃO BENTO;1
CASADO;16 anos;ENSINO FUNDAMENTAL INCOMPLETO;SÃO DOMINGOS;1
CASADO;16 anos;ENSINO MÉDIO COMPLETO;SANTA RITA;1
CASADO;16 anos;ENSINO MÉDIO INCOMPLETO;ARARUNA;1
CASADO;16 anos;ENSINO MÉDIO INCOMPLETO;AREIA;1
CASADO;16 anos;ENSINO MÉDIO INCOMPLETO;BANANEIRAS;1
CASADO;16 anos;ENSINO MÉDIO INCOMPLETO;BAYEUX;1
CASADO;16 anos;ENSINO MÉDIO INCOMPLETO;CACIMBA DE DENTRO;1
CASADO;16 anos;ENSINO MÉDIO INCOMPLETO;CONDE;1
CASADO;16 anos;ENSINO MÉDIO INCOMPLETO;DAMIÃO;1
CASADO;16 anos;ENSINO MÉDIO INCOMPLETO;IBIARA;1
CASADO;16 anos;ENSINO MÉDIO INCOMPLETO;JOÃO PESSOA;2
CASADO;16 anos;ENSINO MÉDIO INCOMPLETO;PATOS;1
CASADO;16 anos;ENSINO MÉDIO INCOMPLETO;PICUÍ;2
CASADO;16 anos;ENSINO MÉDIO INCOMPLETO;PILÕES;1
CASADO;16 anos;ENSINO MÉDIO INCOMPLETO;REMÍGIO;1
CASADO;16 anos;ENSINO MÉDIO INCOMPLETO;ÁGUA BRANCA;1
CASADO;17 anos;ENSINO FUNDAMENTAL COMPLETO;ARARUNA;1
CASADO;17 anos;ENSINO FUNDAMENTAL COMPLETO;DIAMANTE;1
CASADO;17 anos;ENSINO FUNDAMENTAL COMPLETO;JURU;2
CASADO;17 anos;ENSINO FUNDAMENTAL COMPLETO;OLHO D'ÁGUA;1
CASADO;17 anos;ENSINO FUNDAMENTAL COMPLETO;PAULISTA;1
CASADO;17 anos;ENSINO FUNDAMENTAL COMPLETO;PITIMBU;1
CASADO;17 anos;ENSINO FUNDAMENTAL COMPLETO;PRATA;1
CASADO;17 anos;ENSINO FUNDAMENTAL COMPLETO;SANTA CECÍLIA;1
CASADO;17 anos;ENSINO FUNDAMENTAL COMPLETO;SERRA GRANDE;1
CASADO;17 anos;ENSINO FUNDAMENTAL COMPLETO;TACIMA;1
CASADO;17 anos;ENSINO FUNDAMENTAL COMPLETO;TAVARES;1
CASADO;17 anos;ENSINO FUNDAMENTAL COMPLETO;ÁGUA BRANCA;1
CASADO;17 anos;ENSINO FUNDAMENTAL INCOMPLETO;ARAÇAGI;1
CASADO;17 anos;ENSINO FUNDAMENTAL INCOMPLETO;BAYEUX;1
CASADO;17 anos;ENSINO FUNDAMENTAL INCOMPLETO;BONITO DE SANTA FÉ;1
CASADO;17 anos;ENSINO FUNDAMENTAL INCOMPLETO;CACIMBA DE DENTRO;1
CASADO;17 anos;ENSINO FUNDAMENTAL INCOMPLETO;CACIMBAS;1
CASADO;17 anos;ENSINO FUNDAMENTAL INCOMPLETO;CAJAZEIRAS;1
CASADO;17 anos;ENSINO FUNDAMENTAL INCOMPLETO;CAMPINA GRANDE;1
CASADO;17 anos;ENSINO FUNDAMENTAL INCOMPLETO;MAMANGUAPE;1
CASADO;17 anos;ENSINO FUNDAMENTAL INCOMPLETO;MATURÉIA;1
CASADO;17 anos;ENSINO FUNDAMENTAL INCOMPLETO;NATUBA;1
CASADO;17 anos;ENSINO FUNDAMENTAL INCOMPLETO;OLHO D'ÁGUA;1
CASADO;17 anos;ENSINO FUNDAMENTAL INCOMPLETO;PATOS;1
CASADO;17 anos;ENSINO FUNDAMENTAL INCOMPLETO;PEDRAS DE FOGO;1
CASADO;17 anos;ENSINO FUNDAMENTAL INCOMPLETO;PEDRO RÉGIS;1
CASADO;17 anos;ENSINO FUNDAMENTAL INCOMPLETO;POCINHOS;1
CASADO;17 anos;ENSINO FUNDAMENTAL INCOMPLETO;PRINCESA ISABEL;1
CASADO;17 anos;ENSINO FUNDAMENTAL INCOMPLETO;RIO TINTO;1
CASADO;17 anos;ENSINO FUNDAMENTAL INCOMPLETO;SALGADINHO;1
CASADO;17 anos;ENSINO FUNDAMENTAL INCOMPLETO;SANTA CECÍLIA;1
CASADO;17 anos;ENSINO FUNDAMENTAL INCOMPLETO;SERRA DA RAIZ;1
CASADO;17 anos;ENSINO FUNDAMENTAL INCOMPLETO;SÃO BENTO;1
CASADO;17 anos;ENSINO FUNDAMENTAL INCOMPLETO;TRIUNFO;1
CASADO;17 anos;ENSINO MÉDIO COMPLETO;POMBAL;1
CASADO;17 anos;ENSINO MÉDIO COMPLETO;QUEIMADAS;1
CASADO;17 anos;ENSINO MÉDIO INCOMPLETO;ALAGOA NOVA;1
CASADO;17 anos;ENSINO MÉDIO INCOMPLETO;ARARUNA;1
CASADO;17 anos;ENSINO MÉDIO INCOMPLETO;AREIA;1
CASADO;17 anos;ENSINO MÉDIO INCOMPLETO;BANANEIRAS;1
CASADO;17 anos;ENSINO MÉDIO INCOMPLETO;BARRA DE SÃO MIGUEL;1
CASADO;17 anos;ENSINO MÉDIO INCOMPLETO;BAYEUX;2
CASADO;17 anos;ENSINO MÉDIO INCOMPLETO;BAÍA DA TRAIÇÃO;1
CASADO;17 anos;ENSINO MÉDIO INCOMPLETO;BOM SUCESSO;1
CASADO;17 anos;ENSINO MÉDIO INCOMPLETO;BONITO DE SANTA FÉ;1
CASADO;17 anos;ENSINO MÉDIO INCOMPLETO;BOQUEIRÃO;2
CASADO;17 anos;ENSINO MÉDIO INCOMPLETO;BREJO DOS SANTOS;2
CASADO;17 anos;ENSINO MÉDIO INCOMPLETO;CABEDELO;2
CASADO;17 anos;ENSINO MÉDIO INCOMPLETO;CACIMBA DE DENTRO;3
CASADO;17 anos;ENSINO MÉDIO INCOMPLETO;CAJAZEIRAS;1
CASADO;17 anos;ENSINO MÉDIO INCOMPLETO;CAJAZEIRINHAS;1
CASADO;17 anos;ENSINO MÉDIO INCOMPLETO;CAMPINA GRANDE;7
CASADO;17 anos;ENSINO MÉDIO INCOMPLETO;CASSERENGUE;1
CASADO;17 anos;ENSINO MÉDIO INCOMPLETO;CATOLÉ DO ROCHA;1
CASADO;17 anos;ENSINO MÉDIO INCOMPLETO;CONCEIÇÃO;1
CASADO;17 anos;ENSINO MÉDIO INCOMPLETO;CONDE;1
CASADO;17 anos;ENSINO MÉDIO INCOMPLETO;CRUZ DO ESPÍRITO SANTO;1
CASADO;17 anos;ENSINO MÉDIO INCOMPLETO;CURRAL DE CIMA;1
CASADO;17 anos;ENSINO MÉDIO INCOMPLETO;DONA INÊS;1
CASADO;17 anos;ENSINO MÉDIO INCOMPLETO;FREI MARTINHO;1
CASADO;17 anos;ENSINO MÉDIO INCOMPLETO;GUARABIRA;1
CASADO;17 anos;ENSINO MÉDIO INCOMPLETO;IGARACY;1
CASADO;17 anos;ENSINO MÉDIO INCOMPLETO;IMACULADA;1
CASADO;17 anos;ENSINO MÉDIO INCOMPLETO;ITABAIANA;1
CASADO;17 anos;ENSINO MÉDIO INCOMPLETO;ITAPORANGA;1
CASADO;17 anos;ENSINO MÉDIO INCOMPLETO;ITATUBA;1
CASADO;17 anos;ENSINO MÉDIO INCOMPLETO;JOÃO PESSOA;2
CASADO;17 anos;ENSINO MÉDIO INCOMPLETO;JUAREZ TÁVORA;1
CASADO;17 anos;ENSINO MÉDIO INCOMPLETO;JURU;2
CASADO;17 anos;ENSINO MÉDIO INCOMPLETO;MANAÍRA;2
CASADO;17 anos;ENSINO MÉDIO INCOMPLETO;MARI;1
CASADO;17 anos;ENSINO MÉDIO INCOMPLETO;MASSARANDUBA;1
CASADO;17 anos;ENSINO MÉDIO INCOMPLETO;MATINHAS;1
CASADO;17 anos;ENSINO MÉDIO INCOMPLETO;MOGEIRO;1
CASADO;17 anos;ENSINO MÉDIO INCOMPLETO;NOVA FLORESTA;1
CASADO;17 anos;ENSINO MÉDIO INCOMPLETO;NOVA OLINDA;1
CASADO;17 anos;ENSINO MÉDIO INCOMPLETO;PARARI;1
CASADO;17 anos;ENSINO MÉDIO INCOMPLETO;PATOS;1
CASADO;17 anos;ENSINO MÉDIO INCOMPLETO;PAULISTA;1
CASADO;17 anos;ENSINO MÉDIO INCOMPLETO;PICUÍ;1
CASADO;17 anos;ENSINO MÉDIO INCOMPLETO;PILAR;1
CASADO;17 anos;ENSINO MÉDIO INCOMPLETO;PILÕES;2
CASADO;17 anos;ENSINO MÉDIO INCOMPLETO;PITIMBU;3
CASADO;17 anos;ENSINO MÉDIO INCOMPLETO;POMBAL;3
CASADO;17 anos;ENSINO MÉDIO INCOMPLETO;POÇO DANTAS;1
CASADO;17 anos;ENSINO MÉDIO INCOMPLETO;QUEIMADAS;1
CASADO;17 anos;ENSINO MÉDIO INCOMPLETO;RIACHÃO;1
CASADO;17 anos;ENSINO MÉDIO INCOMPLETO;RIACHÃO DO BACAMARTE;1
CASADO;17 anos;ENSINO MÉDIO INCOMPLETO;SANTA RITA;1
CASADO;17 anos;ENSINO MÉDIO INCOMPLETO;SANTANA DOS GARROTES;4
CASADO;17 anos;ENSINO MÉDIO INCOMPLETO;SERRA BRANCA;1
CASADO;17 anos;ENSINO MÉDIO INCOMPLETO;SERRA GRANDE;1
CASADO;17 anos;ENSINO MÉDIO INCOMPLETO;SOUSA;1
CASADO;17 anos;ENSINO MÉDIO INCOMPLETO;SÃO BENTO;1
CASADO;17 anos;ENSINO MÉDIO INCOMPLETO;SÃO JOSÉ DE PIRANHAS;1
CASADO;17 anos;ENSINO MÉDIO INCOMPLETO;SÃO JOSÉ DE PRINCESA;1
CASADO;17 anos;ENSINO MÉDIO INCOMPLETO;SÃO JOÃO DO CARIRI;1
CASADO;17 anos;ENSINO MÉDIO INCOMPLETO;SÃO MIGUEL DE TAIPU;1
CASADO;17 anos;ENSINO MÉDIO INCOMPLETO;SÃO VICENTE DO SERIDÓ;1
CASADO;17 anos;ENSINO MÉDIO INCOMPLETO;TACIMA;1
CASADO;17 anos;ENSINO MÉDIO INCOMPLETO;TAVARES;1
CASADO;17 anos;ENSINO MÉDIO INCOMPLETO;TEIXEIRA;1
CASADO;17 anos;ENSINO MÉDIO INCOMPLETO;TENÓRIO;1
CASADO;17 anos;ENSINO MÉDIO INCOMPLETO;UMBUZEIRO;1
CASADO;17 anos;SUPERIOR INCOMPLETO;JOÃO PESSOA;1
CASADO;18 anos;ENSINO FUNDAMENTAL COMPLETO;ARARUNA;2
CASADO;18 anos;ENSINO FUNDAMENTAL COMPLETO;BARRA DE SÃO MIGUEL;1
CASADO;18 anos;ENSINO FUNDAMENTAL COMPLETO;BAYEUX;1
CASADO;18 anos;ENSINO FUNDAMENTAL COMPLETO;CASSERENGUE;1
CASADO;18 anos;ENSINO FUNDAMENTAL COMPLETO;CUITÉ DE MAMANGUAPE;1
CASADO;18 anos;ENSINO FUNDAMENTAL COMPLETO;ITABAIANA;1
CASADO;18 anos;ENSINO FUNDAMENTAL COMPLETO;JOÃO PESSOA;2
CASADO;18 anos;ENSINO FUNDAMENTAL COMPLETO;PILÕES;1
CASADO;18 anos;ENSINO FUNDAMENTAL COMPLETO;POCINHOS;1
CASADO;18 anos;ENSINO FUNDAMENTAL COMPLETO;PRINCESA ISABEL;1
CASADO;18 anos;ENSINO FUNDAMENTAL COMPLETO;QUEIMADAS;1
CASADO;18 anos;ENSINO FUNDAMENTAL COMPLETO;SÃO BENTO;1
CASADO;18 anos;ENSINO FUNDAMENTAL COMPLETO;TAVARES;1
CASADO;18 anos;ENSINO FUNDAMENTAL COMPLETO;ÁGUA BRANCA;1
CASADO;18 anos;ENSINO FUNDAMENTAL INCOMPLETO;AGUIAR;1
CASADO;18 anos;ENSINO FUNDAMENTAL INCOMPLETO;ALAGOA NOVA;1
CASADO;18 anos;ENSINO FUNDAMENTAL INCOMPLETO;ALCANTIL;1
CASADO;18 anos;ENSINO FUNDAMENTAL INCOMPLETO;BAYEUX;1
CASADO;18 anos;ENSINO FUNDAMENTAL INCOMPLETO;BAÍA DA TRAIÇÃO;1
CASADO;18 anos;ENSINO FUNDAMENTAL INCOMPLETO;BELÉM;1
CASADO;18 anos;ENSINO FUNDAMENTAL INCOMPLETO;BOQUEIRÃO;1
CASADO;18 anos;ENSINO FUNDAMENTAL INCOMPLETO;BORBOREMA;1
CASADO;18 anos;ENSINO FUNDAMENTAL INCOMPLETO;BREJO DOS SANTOS;1
CASADO;18 anos;ENSINO FUNDAMENTAL INCOMPLETO;CABACEIRAS;1
CASADO;18 anos;ENSINO FUNDAMENTAL INCOMPLETO;CACHOEIRA DOS ÍNDIOS;1
CASADO;18 anos;ENSINO FUNDAMENTAL INCOMPLETO;CAJAZEIRAS;1
CASADO;18 anos;ENSINO FUNDAMENTAL INCOMPLETO;CAMPINA GRANDE;3
CASADO;18 anos;ENSINO FUNDAMENTAL INCOMPLETO;CARRAPATEIRA;1
CASADO;18 anos;ENSINO FUNDAMENTAL INCOMPLETO;CATURITÉ;1
CASADO;18 anos;ENSINO FUNDAMENTAL INCOMPLETO;CONDE;2
CASADO;18 anos;ENSINO FUNDAMENTAL INCOMPLETO;CUBATI;1
CASADO;18 anos;ENSINO FUNDAMENTAL INCOMPLETO;GUARABIRA;1
CASADO;18 anos;ENSINO FUNDAMENTAL INCOMPLETO;ITAPOROROCA;1
CASADO;18 anos;ENSINO FUNDAMENTAL INCOMPLETO;JOÃO PESSOA;3
CASADO;18 anos;ENSINO FUNDAMENTAL INCOMPLETO;JUAZEIRINHO;2
CASADO;18 anos;ENSINO FUNDAMENTAL INCOMPLETO;LUCENA;1
CASADO;18 anos;ENSINO FUNDAMENTAL INCOMPLETO;MANAÍRA;2
CASADO;18 anos;ENSINO FUNDAMENTAL INCOMPLETO;MATARACA;1
CASADO;18 anos;ENSINO FUNDAMENTAL INCOMPLETO;MONTEIRO;2
CASADO;18 anos;ENSINO FUNDAMENTAL INCOMPLETO;NATUBA;1
CASADO;18 anos;ENSINO FUNDAMENTAL INCOMPLETO;PIANCÓ;1
CASADO;18 anos;ENSINO FUNDAMENTAL INCOMPLETO;PICUÍ;1
CASADO;18 anos;ENSINO FUNDAMENTAL INCOMPLETO;PILAR;1
CASADO;18 anos;ENSINO FUNDAMENTAL INCOMPLETO;PILÕES;1
CASADO;18 anos;ENSINO FUNDAMENTAL INCOMPLETO;PRATA;1
CASADO;18 anos;ENSINO FUNDAMENTAL INCOMPLETO;SALGADO DE SÃO FÉLIX;1
CASADO;18 anos;ENSINO FUNDAMENTAL INCOMPLETO;SANTA RITA;4
CASADO;18 anos;ENSINO FUNDAMENTAL INCOMPLETO;SERRA DA RAIZ;1
CASADO;18 anos;ENSINO FUNDAMENTAL INCOMPLETO;SOUSA;1
CASADO;18 anos;ENSINO FUNDAMENTAL INCOMPLETO;SUMÉ;1
CASADO;18 anos;ENSINO FUNDAMENTAL INCOMPLETO;SÃO JOSÉ DE CAIANA;1
CASADO;18 anos;ENSINO FUNDAMENTAL INCOMPLETO;SÃO JOSÉ DE PIRANHAS;1
CASADO;18 anos;ENSINO FUNDAMENTAL INCOMPLETO;SÃO JOSÉ DO BONFIM;1
CASADO;18 anos;ENSINO FUNDAMENTAL INCOMPLETO;SÃO MAMEDE;1
CASADO;18 anos;ENSINO FUNDAMENTAL INCOMPLETO;VISTA SERRANA;1
CASADO;18 anos;ENSINO MÉDIO COMPLETO;ALHANDRA;1
CASADO;18 anos;ENSINO MÉDIO COMPLETO;ARAÇAGI;1
CASADO;18 anos;ENSINO MÉDIO COMPLETO;BARAÚNA;1
CASADO;18 anos;ENSINO MÉDIO COMPLETO;BREJO DOS SANTOS;1
CASADO;18 anos;ENSINO MÉDIO COMPLETO;CAAPORÃ;1
CASADO;18 anos;ENSINO MÉDIO COMPLETO;CAMALAÚ;1
CASADO;18 anos;ENSINO MÉDIO COMPLETO;CAMPINA GRANDE;3
CASADO;18 anos;ENSINO MÉDIO COMPLETO;CARAÚBAS;1
CASADO;18 anos;ENSINO MÉDIO COMPLETO;CATOLÉ DO ROCHA;2
CASADO;18 anos;ENSINO MÉDIO COMPLETO;CONDE;1
